1.000000000000000000e+00 1.565000000000000000e+03 4.100000000000000000e+01 5.000000000000000000e+00
2.000000000000000000e+00 1.570000000000000000e+03 4.500000000000000000e+01 5.049999999999999822e+00
3.000000000000000000e+00 1.575000000000000000e+03 4.200000000000000000e+01 5.080000000000000071e+00
4.000000000000000000e+00 1.580000000000000000e+03 4.900000000000000000e+01 5.120000000000000107e+00
5.000000000000000000e+00 1.585000000000000000e+03 4.150000000000000000e+01 5.150000000000000355e+00
6.000000000000000000e+00 1.590000000000000000e+03 4.700000000000000000e+01 5.250000000000000000e+00
7.000000000000000000e+00 1.595000000000000000e+03 6.400000000000000000e+01 5.540000000000000036e+00
8.000000000000000000e+00 1.600000000000000000e+03 2.700000000000000000e+01 5.610000000000000320e+00
9.000000000000000000e+00 1.605000000000000000e+03 3.300000000000000000e+01 5.690000000000000391e+00
1.000000000000000000e+01 1.610000000000000000e+03 3.200000000000000000e+01 5.780000000000000249e+00
1.100000000000000000e+01 1.615000000000000000e+03 3.300000000000000000e+01 5.940000000000000391e+00
1.200000000000000000e+01 1.620000000000000000e+03 3.500000000000000000e+01 6.009999999999999787e+00
1.300000000000000000e+01 1.625000000000000000e+03 3.300000000000000000e+01 6.120000000000000107e+00
1.400000000000000000e+01 1.630000000000000000e+03 4.500000000000000000e+01 6.219999999999999751e+00
1.500000000000000000e+01 1.635000000000000000e+03 3.300000000000000000e+01 6.299999999999999822e+00
1.600000000000000000e+01 1.640000000000000000e+03 3.900000000000000000e+01 6.370000000000000107e+00
1.700000000000000000e+01 1.645000000000000000e+03 5.300000000000000000e+01 6.450000000000000178e+00
1.800000000000000000e+01 1.650000000000000000e+03 4.200000000000000000e+01 6.500000000000000000e+00
1.900000000000000000e+01 1.655000000000000000e+03 4.050000000000000000e+01 6.599999999999999645e+00
2.000000000000000000e+01 1.660000000000000000e+03 4.650000000000000000e+01 6.750000000000000000e+00
2.100000000000000000e+01 1.665000000000000000e+03 3.200000000000000000e+01 6.799999999999999822e+00
2.200000000000000000e+01 1.670000000000000000e+03 3.700000000000000000e+01 6.900000000000000355e+00
2.300000000000000000e+01 1.675000000000000000e+03 4.300000000000000000e+01 7.000000000000000000e+00
2.400000000000000000e+01 1.680000000000000000e+03 3.500000000000000000e+01 7.299999999999999822e+00
2.500000000000000000e+01 1.685000000000000000e+03 2.700000000000000000e+01 7.599999999999999645e+00
2.600000000000000000e+01 1.690000000000000000e+03 4.000000000000000000e+01 8.000000000000000000e+00
2.700000000000000000e+01 1.695000000000000000e+03 5.000000000000000000e+01 8.500000000000000000e+00
2.800000000000000000e+01 1.700000000000000000e+03 3.000000000000000000e+01 9.000000000000000000e+00
2.900000000000000000e+01 1.705000000000000000e+03 3.200000000000000000e+01 1.000000000000000000e+01
3.000000000000000000e+01 1.710000000000000000e+03 4.400000000000000000e+01 1.100000000000000000e+01
3.100000000000000000e+01 1.715000000000000000e+03 3.300000000000000000e+01 1.175000000000000000e+01
3.200000000000000000e+01 1.720000000000000000e+03 2.900000000000000000e+01 1.250000000000000000e+01
3.300000000000000000e+01 1.725000000000000000e+03 3.900000000000000000e+01 1.300000000000000000e+01
3.400000000000000000e+01 1.730000000000000000e+03 2.600000000000000000e+01 1.330000000000000071e+01
3.500000000000000000e+01 1.735000000000000000e+03 3.200000000000000000e+01 1.359999999999999964e+01
3.600000000000000000e+01 1.740000000000000000e+03 2.700000000000000000e+01 1.400000000000000000e+01
3.700000000000000000e+01 1.745000000000000000e+03 2.750000000000000000e+01 1.450000000000000000e+01
3.800000000000000000e+01 1.750000000000000000e+03 3.100000000000000000e+01 1.500000000000000000e+01
3.900000000000000000e+01 1.755000000000000000e+03 3.550000000000000000e+01 1.569999999999999929e+01
4.000000000000000000e+01 1.760000000000000000e+03 3.100000000000000000e+01 1.650000000000000000e+01
4.100000000000000000e+01 1.765000000000000000e+03 4.300000000000000000e+01 1.760000000000000142e+01
4.200000000000000000e+01 1.770000000000000000e+03 4.700000000000000000e+01 1.850000000000000000e+01
4.300000000000000000e+01 1.775000000000000000e+03 4.400000000000000000e+01 1.950000000000000000e+01
4.400000000000000000e+01 1.780000000000000000e+03 4.600000000000000000e+01 2.100000000000000000e+01
4.500000000000000000e+01 1.785000000000000000e+03 4.200000000000000000e+01 2.300000000000000000e+01
4.600000000000000000e+01 1.790000000000000000e+03 4.750000000000000000e+01 2.550000000000000000e+01
4.700000000000000000e+01 1.795000000000000000e+03 7.600000000000000000e+01 2.750000000000000000e+01
4.800000000000000000e+01 1.800000000000000000e+03 7.900000000000000000e+01 2.850000000000000000e+01
4.900000000000000000e+01 1.805000000000000000e+03 8.100000000000000000e+01 2.950000000000000000e+01
5.000000000000000000e+01 1.810000000000000000e+03 9.900000000000000000e+01 3.000000000000000000e+01
